"team_id","school","mascot","abbreviation","alt_name1","alt_name2","alt_name3","conference","division","color","alt_color","logos"
2005,"Air Force","Falcons","AFA",NA,"AFA","Air Force","Mountain West",NA,"#004a7b","#ffffff",
